id,archivo,linea,clasificacion,motivo,contenido_original
290,cuentas_anuales.csv,526,OMITIDO,Monto vacio o no numerico: '',"102,2024/12/27,retiro,,Compra en tienda"
291,intereses.csv,146,OMITIDO,Tipo fuera del catalogo permitido: '-1',"137,Steve Rogers,8000,,-1"
292,cuentas_anuales.csv,530,OMITIDO,Monto vacio o no numerico: '',"116,04-04-2024,compra,,Ingreso navideño"
293,intereses.csv,148,OMITIDO,Tipo fuera del catalogo permitido: '-1',"112,John Doe,7000,150,-1"
294,cuentas_anuales.csv,581,OMITIDO,Monto vacio o no numerico: '',"105,2024/03/11,retiro,,Ingreso navideño"
295,intereses.csv,149,OMITIDO,Tipo fuera del catalogo permitido: '-1',"111,John Doe,,25,-1"
296,intereses.csv,150,OMITIDO,Saldo vacio o no numerico: '',"121,John Doe,,150,ahorro"
297,intereses.csv,151,OMITIDO,Edad fuera del rango permitido: '',"117,Bob Johnson,5000,,prestamo"
298,intereses.csv,152,OMITIDO,Saldo vacio o no numerico: '',"120,Diana Prince,,,ahorro"
299,intereses.csv,155,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"129,John Doe,12000,35,unknown"
300,transacciones.csv,203,OMITIDO,Monto vacio o no numerico: '',"202,09-01-2024,,debito"
301,intereses.csv,157,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"122,Jane Smith,5000,100,unknown"
302,transacciones.csv,204,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"203,2024-13-01,1200,debito"
303,intereses.csv,158,OMITIDO,Tipo fuera del catalogo permitido: '-1',"138,Diana Prince,5000,,-1"
304,transacciones.csv,206,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"205,07-08-2024,1000,invalid"
305,intereses.csv,161,OMITIDO,Saldo vacio o no numerico: '',"145,Steve Rogers,,,ahorro"
306,transacciones.csv,209,OMITIDO,Monto vacio o no numerico: '',"208,2024/01/29,,invalid"
307,intereses.csv,162,OMITIDO,Edad fuera del rango permitido: '',"107,Steve Rogers,10000,,ahorro"
308,transacciones.csv,210,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"209,2024-13-01,1200,debito"
309,intereses.csv,165,OMITIDO,Tipo fuera del catalogo permitido: '-1',"146,Jane Smith,,25,-1"
310,cuentas_anuales.csv,605,OMITIDO,Monto vacio o no numerico: '',"109,2024-09-03,retiro,,Ingreso navideño"
311,intereses.csv,166,OMITIDO,Tipo fuera del catalogo permitido: '-1',"116,Steve Rogers,10000,30,-1"
312,transacciones.csv,212,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"211,2024-04-18,800,invalid"
313,cuentas_anuales.csv,613,OMITIDO,Monto vacio o no numerico: '',"118,11/01/2024,retiro,,"
314,intereses.csv,167,OMITIDO,Saldo vacio o no numerico: '',"123,Alice Brown,,25,hipoteca"
315,transacciones.csv,215,OMITIDO,Monto vacio o no numerico: '',"214,2024/04/15,,desconocido"
316,cuentas_anuales.csv,621,OMITIDO,Monto vacio o no numerico: '',"114,2024/09/16,compra,,Ingreso extra"
317,intereses.csv,168,OMITIDO,Saldo vacio o no numerico: '',"103,Alice Brown,,150,hipoteca"
318,transacciones.csv,217,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"216,2024-03-05,-200,desconocido"
319,cuentas_anuales.csv,627,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"114,22/12/2024,depósito,1500,Ingreso mensual"
320,intereses.csv,169,OMITIDO,Tipo fuera del catalogo permitido: '-1',"140,John Doe,,30,-1"
321,transacciones.csv,222,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"221,19-06-2024,1200,invalid"
322,cuentas_anuales.csv,643,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"104,17/02/2024,depósito,1500,Retiro parcial"
323,intereses.csv,170,OMITIDO,Edad fuera del rango permitido: '',"120,Charlie Green,7000,,hipoteca"
324,transacciones.csv,226,OMITIDO,Monto vacio o no numerico: '',"225,2024/04/01,,desconocido"
325,cuentas_anuales.csv,645,OMITIDO,Monto vacio o no numerico: '',"107,08-05-2024,compra,,Retiro parcial"
326,intereses.csv,171,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"105,Jane Smith,7000,40,unknown"
327,transacciones.csv,229,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"228,2024-07-12,1500,invalid"
328,cuentas_anuales.csv,646,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"117,2024/11/17,depósito,1500,Retiro parcial"
329,intereses.csv,173,OMITIDO,Tipo fuera del catalogo permitido: '-1',"132,Bob Johnson,5000,150,-1"
330,transacciones.csv,230,OMITIDO,Monto vacio o no numerico: '',"229,22-10-2024,,invalid"
331,cuentas_anuales.csv,649,OMITIDO,Monto vacio o no numerico: '',"112,2024/03/15,compra,,Ingreso extra"
332,intereses.csv,175,OMITIDO,Tipo fuera del catalogo permitido: '-1',"120,Alice Brown,12000,45,-1"
333,transacciones.csv,231,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"230,13/01/2024,-100,invalid"
334,cuentas_anuales.csv,667,OMITIDO,Monto vacio o no numerico: '',"113,2024/09/13,retiro,,"
335,intereses.csv,177,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"143,Charlie Green,5000,100,ahorro"
336,transacciones.csv,232,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"231,2024/12/25,0,invalid"
337,cuentas_anuales.csv,673,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"112,2024/03/19,depósito,1500,Compra en tienda"
338,intereses.csv,178,OMITIDO,Saldo vacio o no numerico: '',"123,Steve Rogers,,,prestamo"
339,transacciones.csv,233,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"232,04/02/2024,1500,invalid"
340,intereses.csv,182,OMITIDO,Edad fuera del rango permitido: '',"123,Bob Johnson,10000,,ahorro"
341,transacciones.csv,236,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"235,07-04-2024,800,invalid"
342,cuentas_anuales.csv,684,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"113,2024-09-02,depósito,3000,Compra en tienda"
343,intereses.csv,183,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"135,Steve Rogers,10000,45,unknown"
344,cuentas_anuales.csv,701,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"112,12-01-2024,depósito,1500,Ingreso extra"
345,transacciones.csv,243,OMITIDO,Monto vacio o no numerico: '',"242,24-07-2024,,credito"
346,intereses.csv,187,OMITIDO,Edad fuera del rango permitido: '',"104,Jane Smith,10000,,hipoteca"
347,transacciones.csv,245,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"244,2024-07-23,3000,desconocido"
348,intereses.csv,188,OMITIDO,Edad fuera del rango permitido: '',"110,Charlie Green,8000,,prestamo"
349,transacciones.csv,248,OMITIDO,Monto vacio o no numerico: '',"247,13/05/2024,,debito"
350,intereses.csv,191,OMITIDO,Saldo vacio o no numerico: '',"145,Steve Rogers,,,prestamo"
351,transacciones.csv,249,OMITIDO,Monto vacio o no numerico: '',"248,10-12-2024,,invalid"
352,intereses.csv,192,OMITIDO,Edad fuera del rango permitido: '',"109,Steve Rogers,10000,,prestamo"
353,transacciones.csv,250,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"249,19/06/2024,1200,invalid"
354,intereses.csv,193,OMITIDO,Tipo fuera del catalogo permitido: '-1',"132,John Doe,12000,45,-1"
355,transacciones.csv,254,OMITIDO,Monto vacio o no numerico: '',"253,02-09-2024,,invalid"
356,intereses.csv,195,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"150,Alice Brown,10000,40,unknown"
357,transacciones.csv,255,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"254,2024/10/26,1200,invalid"
358,intereses.csv,197,OMITIDO,Edad fuera del rango permitido: '',"145,Alice Brown,7000,,ahorro"
359,transacciones.csv,259,OMITIDO,Monto vacio o no numerico: '',"258,2024/01/06,,credito"
360,intereses.csv,198,OMITIDO,Edad fuera del rango permitido: '',"148,Alice Brown,7000,,hipoteca"
361,transacciones.csv,260,OMITIDO,Monto vacio o no numerico: '',"259,04-05-2024,,credito"
362,intereses.csv,199,OMITIDO,Tipo fuera del catalogo permitido: '-1',"120,Charlie Green,7000,40,-1"
363,transacciones.csv,261,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"260,2024-03-23,3000,desconocido"
364,intereses.csv,201,OMITIDO,Tipo fuera del catalogo permitido: '-1',"103,Bob Johnson,10000,,-1"
365,transacciones.csv,263,OMITIDO,Monto vacio o no numerico: '',"262,02/09/2024,,debito"
366,cuentas_anuales.csv,707,OMITIDO,Monto vacio o no numerico: '',"103,13-09-2024,compra,,"
367,cuentas_anuales.csv,709,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"101,30-01-2024,depósito,3000,Compra en tienda"
368,transacciones.csv,264,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"263,02-07-2024,3000,invalid"
369,cuentas_anuales.csv,720,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"111,2024-10-22,depósito,3000,"
370,transacciones.csv,265,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"264,2024-13-01,1500,invalid"
371,cuentas_anuales.csv,744,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"115,13-04-2024,depósito,3000,Ingreso extra"
372,transacciones.csv,267,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"266,02-11-2024,-200,invalid"
373,cuentas_anuales.csv,749,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"103,05/06/2024,depósito,-100,Retiro parcial"
374,intereses.csv,209,FILTRADO,"Registro duplicado, ya procesado en esta ejecucion: fila identica","140,John Doe,,45,-1"
375,transacciones.csv,268,OMITIDO,Monto vacio o no numerico: '',"267,2024/04/06,,invalid"
376,cuentas_anuales.csv,770,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"114,2024-04-10,depósito,-500,Ingreso navideño"
377,transacciones.csv,270,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"269,2024/07/27,1200,desconocido"
378,cuentas_anuales.csv,771,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"102,2024-09-08,depósito,2000,Compra en tienda"
379,transacciones.csv,271,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"270,2024-13-01,1200,invalid"
380,cuentas_anuales.csv,790,OMITIDO,Monto vacio o no numerico: '',"110,08-02-2024,compra,,Retiro parcial"
381,transacciones.csv,272,OMITIDO,Monto vacio o no numerico: '',"271,2024-03-18,,desconocido"
382,cuentas_anuales.csv,793,OMITIDO,Monto vacio o no numerico: '',"105,01/09/2024,deposito,,Ingreso mensual"
383,transacciones.csv,273,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"272,2024/09/04,3000,invalid"
384,transacciones.csv,274,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"273,26/04/2024,1000,invalid"
385,transacciones.csv,280,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"279,2024-02-24,800,invalid"
386,intereses.csv,202,OMITIDO,Saldo vacio o no numerico: '',"137,Alice Brown,,45,ahorro"
387,transacciones.csv,283,OMITIDO,Monto vacio o no numerico: '',"282,08/08/2024,,debito"
388,transacciones.csv,286,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"285,13/12/2024,1500,desconocido"
389,intereses.csv,203,OMITIDO,Edad fuera del rango permitido: '',"140,Alice Brown,7000,,hipoteca"
390,transacciones.csv,292,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"291,2024-04-17,1000,invalid"
391,intereses.csv,205,OMITIDO,Tipo fuera del catalogo permitido: '-1',"114,Bob Johnson,5000,30,-1"
392,transacciones.csv,294,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"293,18/10/2024,1500,invalid"
393,intereses.csv,206,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"114,Steve Rogers,5000,100,prestamo"
394,transacciones.csv,295,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"294,2024/07/01,700,desconocido"
395,intereses.csv,207,OMITIDO,Tipo fuera del catalogo permitido: '-1',"105,Diana Prince,5000,30,-1"
396,transacciones.csv,296,OMITIDO,Monto vacio o no numerico: '',"295,2024-06-12,,invalid"
397,intereses.csv,208,OMITIDO,Tipo fuera del catalogo permitido: '-1',"116,Alice Brown,8000,35,-1"
398,transacciones.csv,297,OMITIDO,Monto vacio o no numerico: '',"296,09/12/2024,,debito"
399,intereses.csv,210,OMITIDO,Saldo vacio o no numerico: '',"142,Alice Brown,,100,prestamo"
400,transacciones.csv,298,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"297,2024-08-19,1000,desconocido"
401,intereses.csv,211,OMITIDO,Tipo fuera del catalogo permitido: '-1',"125,Jane Smith,12000,30,-1"
402,transacciones.csv,299,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"298,2024-13-01,700,debito"
403,intereses.csv,213,OMITIDO,Tipo fuera del catalogo permitido: '-1',"114,Charlie Green,7000,100,-1"
404,transacciones.csv,300,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"299,2024-10-10,700,invalid"
405,intereses.csv,214,OMITIDO,Edad fuera del rango permitido: '',"112,John Doe,12000,,ahorro"
406,transacciones.csv,301,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"300,2024-03-28,1500,invalid"
407,intereses.csv,215,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"128,Jane Smith,7000,100,hipoteca"
408,cuentas_anuales.csv,802,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"101,2024/06/28,depósito,1500,Ingreso extra"
409,intereses.csv,217,OMITIDO,Tipo fuera del catalogo permitido: '-1',"150,Jane Smith,8000,,-1"
410,cuentas_anuales.csv,839,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"106,30/05/2024,depósito,2500,Ingreso navideño"
411,intereses.csv,218,OMITIDO,Tipo fuera del catalogo permitido: '-1',"129,Charlie Green,10000,40,-1"
412,cuentas_anuales.csv,842,OMITIDO,Monto vacio o no numerico: '',"114,2024-05-18,deposito,,Retiro parcial"
413,intereses.csv,221,OMITIDO,Saldo vacio o no numerico: '',"127,Steve Rogers,,,prestamo"
414,cuentas_anuales.csv,845,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"114,2024/01/22,depósito,-500,Ingreso mensual"
415,intereses.csv,222,OMITIDO,Tipo fuera del catalogo permitido: '-1',"125,Charlie Green,12000,25,-1"
416,cuentas_anuales.csv,849,OMITIDO,Monto vacio o no numerico: '',"112,2024/08/11,deposito,,"
417,intereses.csv,223,OMITIDO,Saldo vacio o no numerico: '',"126,Diana Prince,,35,prestamo"
418,cuentas_anuales.csv,850,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"101,2024/09/02,depósito,3000,Ingreso navideño"
419,intereses.csv,224,OMITIDO,Edad fuera del rango permitido: '',"118,Bob Johnson,8000,,ahorro"
420,intereses.csv,225,OMITIDO,Tipo fuera del catalogo permitido: '-1',"114,Alice Brown,,,-1"
421,cuentas_anuales.csv,851,OMITIDO,Monto vacio o no numerico: '',"107,2024-02-07,deposito,,Ingreso navideño"
422,intereses.csv,226,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99),"114,Charlie Green,10000,150,hipoteca"
423,cuentas_anuales.csv,856,OMITIDO,Monto vacio o no numerico: '',"118,20/05/2024,retiro,,Ingreso mensual"
424,intereses.csv,227,OMITIDO,Tipo fuera del catalogo permitido: '-1',"138,Diana Prince,7000,35,-1"
425,cuentas_anuales.csv,858,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"107,2024-08-29,depósito,-100,Retiro parcial"
426,intereses.csv,231,OMITIDO,Edad fuera del rango permitido: '',"140,Steve Rogers,12000,,ahorro"
427,intereses.csv,235,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99),"144,Charlie Green,7000,150,prestamo"
428,cuentas_anuales.csv,867,OMITIDO,Monto vacio o no numerico: '',"101,01-09-2024,compra,,"
429,intereses.csv,236,OMITIDO,Edad fuera del rango permitido: '',"132,Alice Brown,5000,,ahorro"
430,cuentas_anuales.csv,868,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"118,2024/10/27,depósito,2500,Compra en tienda"
431,intereses.csv,237,OMITIDO,Tipo fuera del catalogo permitido: '-1',"122,Jane Smith,,100,-1"
432,transacciones.csv,303,OMITIDO,Monto vacio o no numerico: '',"302,16/10/2024,,debito"
433,cuentas_anuales.csv,870,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"103,20/04/2024,depósito,2000,Retiro parcial"
434,intereses.csv,238,OMITIDO,Tipo fuera del catalogo permitido: '-1',"116,Alice Brown,12000,30,-1"
435,transacciones.csv,305,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"304,03-03-2024,1000,invalid"
436,cuentas_anuales.csv,878,OMITIDO,Monto vacio o no numerico: '',"101,27-05-2024,deposito,,Ingreso navideño"
437,intereses.csv,240,OMITIDO,Tipo fuera del catalogo permitido: '-1',"129,Unknown,,35,-1"
438,transacciones.csv,306,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"305,18-10-2024,700,invalid"
439,cuentas_anuales.csv,879,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"108,20-12-2024,depósito,2500,Ingreso mensual"
440,intereses.csv,241,OMITIDO,Edad fuera del rango permitido: '',"117,Steve Rogers,10000,,hipoteca"
441,cuentas_anuales.csv,886,OMITIDO,Monto vacio o no numerico: '',"102,29/11/2024,compra,,Compra en tienda"
442,transacciones.csv,307,OMITIDO,Monto vacio o no numerico: '',"306,2024-07-08,,invalid"
443,intereses.csv,244,OMITIDO,Saldo vacio o no numerico: '',"147,John Doe,,35,hipoteca"
444,cuentas_anuales.csv,887,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"108,22-01-2024,depósito,-500,"
445,transacciones.csv,308,OMITIDO,Monto vacio o no numerico: '',"307,02/01/2024,,credito"
446,intereses.csv,246,OMITIDO,Saldo vacio o no numerico: '',"144,John Doe,,,prestamo"
447,transacciones.csv,309,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"308,2024-13-01,,invalid"
448,cuentas_anuales.csv,888,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"114,2024/02/21,depósito,1000,Compra en tienda"
449,intereses.csv,247,OMITIDO,Tipo fuera del catalogo permitido: '-1',"123,Steve Rogers,,,-1"
450,transacciones.csv,311,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"310,14/12/2024,1000,invalid"
451,cuentas_anuales.csv,892,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"112,2024/08/30,depósito,-500,Retiro parcial"
452,intereses.csv,248,OMITIDO,Edad fuera del rango permitido: '',"122,Charlie Green,5000,,prestamo"
453,cuentas_anuales.csv,901,OMITIDO,Monto vacio o no numerico: '',"116,18/12/2024,deposito,,Ingreso navideño"
454,transacciones.csv,312,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"311,2024-13-01,1000,credito"
455,transacciones.csv,313,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"312,24/06/2024,1200,desconocido"
456,intereses.csv,250,OMITIDO,Saldo vacio o no numerico: '',"106,Diana Prince,,30,prestamo"
457,transacciones.csv,314,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"313,16/10/2024,-200,invalid"
458,intereses.csv,252,OMITIDO,Saldo vacio o no numerico: '',"125,Steve Rogers,,100,ahorro"
459,transacciones.csv,315,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"314,22/03/2024,-200,invalid"
460,transacciones.csv,316,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"315,2024-13-01,1200,debito"
461,intereses.csv,254,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"139,Alice Brown,12000,100,unknown"
462,transacciones.csv,317,OMITIDO,Monto vacio o no numerico: '',"316,2024/04/01,,credito"
463,intereses.csv,255,OMITIDO,Edad fuera del rango permitido: '',"115,Alice Brown,7000,,ahorro"
464,transacciones.csv,318,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"317,19-01-2024,800,invalid"
465,intereses.csv,256,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"106,Diana Prince,5000,100,unknown"
466,transacciones.csv,319,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"318,2024-06-04,1500,invalid"
467,intereses.csv,257,OMITIDO,Tipo fuera del catalogo permitido: '-1',"114,Steve Rogers,7000,45,-1"
468,transacciones.csv,320,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"319,2024-05-08,-200,invalid"
469,intereses.csv,259,OMITIDO,Saldo vacio o no numerico: '',"103,Charlie Green,,30,hipoteca"
470,transacciones.csv,321,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"320,29/02/2024,700,invalid"
471,intereses.csv,260,OMITIDO,Saldo vacio o no numerico: '',"109,Diana Prince,,40,hipoteca"
472,cuentas_anuales.csv,909,OMITIDO,Monto vacio o no numerico: '',"107,06/04/2024,retiro,,Ingreso mensual"
473,transacciones.csv,323,OMITIDO,Monto vacio o no numerico: '',"322,2024-01-28,,invalid"
474,intereses.csv,263,OMITIDO,Edad fuera del rango permitido: '',"102,Jane Smith,5000,,prestamo"
475,cuentas_anuales.csv,929,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"111,2024-03-11,depósito,-500,Ingreso extra"
476,transacciones.csv,325,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"324,23/09/2024,800,invalid"
477,intereses.csv,267,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99),"137,John Doe,10000,150,prestamo"
478,cuentas_anuales.csv,940,OMITIDO,Monto vacio o no numerico: '',"117,19-04-2024,retiro,,Retiro parcial"
479,transacciones.csv,327,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"326,2024/12/15,1200,invalid"
480,intereses.csv,268,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"136,Diana Prince,,30,unknown"
481,cuentas_anuales.csv,956,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"120,02-11-2024,depósito,3000,Ingreso extra"
482,transacciones.csv,328,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"327,30-04-2024,-200,desconocido"
483,intereses.csv,269,OMITIDO,Edad fuera del rango permitido: '',"123,John Doe,8000,,ahorro"
484,cuentas_anuales.csv,966,OMITIDO,Monto vacio o no numerico: '',"111,07-03-2024,deposito,,Ingreso mensual"
485,transacciones.csv,330,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"329,2024-05-02,700,invalid"
486,intereses.csv,270,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"106,Alice Brown,12000,100,ahorro"
487,cuentas_anuales.csv,973,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"109,2024-03-22,depósito,1500,Compra en tienda"
488,transacciones.csv,331,OMITIDO,Monto vacio o no numerico: '',"330,04/12/2024,,credito"
489,intereses.csv,271,OMITIDO,Tipo fuera del catalogo permitido: '-1',"123,Alice Brown,10000,,-1"
490,cuentas_anuales.csv,993,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"110,12/04/2024,depósito,3000,Compra en tienda"
491,transacciones.csv,334,OMITIDO,Monto vacio o no numerico: '',"333,22-02-2024,,debito"
492,intereses.csv,273,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"142,John Doe,8000,100,hipoteca"
493,transacciones.csv,337,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"336,2024/03/14,800,invalid"
494,intereses.csv,275,OMITIDO,Tipo fuera del catalogo permitido: '-1',"122,Diana Prince,5000,25,-1"
495,transacciones.csv,339,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"338,2024/06/19,800,invalid"
496,intereses.csv,276,OMITIDO,Saldo vacio o no numerico: '',"126,Charlie Green,,35,hipoteca"
497,transacciones.csv,340,OMITIDO,Monto vacio o no numerico: '',"339,06-06-2024,,invalid"
498,intereses.csv,279,OMITIDO,Tipo fuera del catalogo permitido: '-1',"121,Bob Johnson,5000,25,-1"
499,transacciones.csv,342,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"341,2024-01-28,-200,invalid"
500,intereses.csv,280,OMITIDO,Saldo vacio o no numerico: '',"149,Charlie Green,,100,prestamo"
501,transacciones.csv,343,OMITIDO,Monto vacio o no numerico: '',"342,08-07-2024,,debito"
502,intereses.csv,281,OMITIDO,Saldo vacio o no numerico: '',"143,Diana Prince,,40,hipoteca"
503,transacciones.csv,344,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"343,08-01-2024,3000,invalid"
504,intereses.csv,282,OMITIDO,Edad fuera del rango permitido: '',"121,Charlie Green,5000,,ahorro"
505,transacciones.csv,346,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"345,19/11/2024,700,invalid"
506,intereses.csv,283,OMITIDO,Tipo fuera del catalogo permitido: '-1',"116,John Doe,12000,,-1"
507,transacciones.csv,347,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"346,2024/10/12,1500,invalid"
508,intereses.csv,289,OMITIDO,Saldo vacio o no numerico: '',"145,Jane Smith,,25,prestamo"
509,transacciones.csv,348,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"347,20-05-2024,3000,invalid"
510,intereses.csv,290,OMITIDO,Saldo vacio o no numerico: '',"138,Alice Brown,,45,ahorro"
511,transacciones.csv,353,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"352,02/02/2024,-200,invalid"
512,intereses.csv,291,OMITIDO,Tipo fuera del catalogo permitido: '-1',"114,John Doe,8000,25,-1"
513,transacciones.csv,354,OMITIDO,Monto vacio o no numerico: '',"353,18-04-2024,,credito"
514,intereses.csv,294,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"101,Steve Rogers,10000,100,ahorro"
515,transacciones.csv,355,OMITIDO,Monto vacio o no numerico: '',"354,10/01/2024,,debito"
516,intereses.csv,295,OMITIDO,Tipo fuera del catalogo permitido: '-1',"128,Diana Prince,8000,35,-1"
517,transacciones.csv,358,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"357,2024-13-01,1000,credito"
518,intereses.csv,296,OMITIDO,Tipo fuera del catalogo permitido: '-1',"120,Alice Brown,10000,100,-1"
519,transacciones.csv,359,OMITIDO,Monto vacio o no numerico: '',"358,2024/10/10,,invalid"
520,intereses.csv,297,OMITIDO,Tipo fuera del catalogo permitido: '-1',"150,Unknown,10000,100,-1"
521,transacciones.csv,360,OMITIDO,Monto vacio o no numerico: '',"359,04/08/2024,,debito"
522,intereses.csv,298,OMITIDO,Tipo fuera del catalogo permitido: '-1',"121,Alice Brown,5000,40,-1"
523,transacciones.csv,361,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"360,23-04-2024,700,invalid"
524,intereses.csv,299,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"114,Bob Johnson,8000,45,unknown"
525,transacciones.csv,362,OMITIDO,Monto vacio o no numerico: '',"361,08/05/2024,,invalid"
526,intereses.csv,300,OMITIDO,Edad fuera del rango permitido: '',"117,Alice Brown,5000,,ahorro"
527,transacciones.csv,364,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"363,2024/01/09,1000,invalid"
528,intereses.csv,301,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99),"147,Diana Prince,8000,150,ahorro"
529,transacciones.csv,370,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"369,2024/09/29,800,desconocido"
530,transacciones.csv,375,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"374,2024/07/25,800,desconocido"
531,transacciones.csv,378,OMITIDO,Monto vacio o no numerico: '',"377,25/05/2024,,credito"
